Frequency,User,Location,State,County,Last Confirmed,Monitored From,Strength (1-5),Notes,Mode,Licensee,Allocation,Profile,Transmitter Location,URL
462.7250,GMRS,Nationwide,US,,,,,,,,,"Frederick, MD"
464.5000,Brown Dot,Nationwide,US,,,,,,,,,"Frederick, MD"
464.5500,Yellow Dot,Nationwide,US,,,,,,,,,"Frederick, MD"
467.5625,FRS Ch. 8,Nationwide,US,,,,,,,,,"Frederick, MD"
467.5875,FRS Ch. 9,Nationwide,US,,,,,,,,,"Frederick, MD"
467.6125,FRS Ch. 10,Nationwide,US,,,,,,,,,"Frederick, MD"
467.6375,FRS Ch. 11,Nationwide,US,,,,,,,,,"Frederick, MD"
467.6625,FRS Ch. 12,Nationwide,US,,,,,,,,,"Frederick, MD"
467.6875,FRS Ch. 13,Nationwide,US,,,,,,,,,"Frederick, MD"
467.7125,FRS Ch. 14,Nationwide,US,,,,,,,,,"Frederick, MD"
467.7625,J Dot,Nationwide,US,,,,,,,,,"Frederick, MD"
467.8125,K Dot,Nationwide,US,,,,,,,,,"Frederick, MD"
467.8500,Silver Star,Nationwide,US,,,,,,,,,"Frederick, MD"
467.8750,Gold Star,Nationwide,US,,,,,,,,,"Frederick, MD"
467.9000,Red Star,Nationwide,US,,,,,,,,,"Frederick, MD"
467.9250,Blue Star,Nationwide,US,,,,,,,,,"Frederick, MD"
469.5000,Itinerant,Nationwide,US,,,,,,,,,"Frederick, MD"
469.5500,Itinerant,Nationwide,US,,,,,,,,,"Frederick, MD"
866.0125,Nationwide Fire Mutual Aid - 800 (Calling),Nationwide,US,,,,,,,,,"Frederick, MD"
